PARM =,MNET;SLAT;SLON,;SELV;TMPF,;SKNT;DRC,T;GUST;PM,SL;ALTI;D,WPF;RELH;,WTHR;P24I,,,,,,,,
STN,YYMMDD/HHMM,MNET,SLAT,SLON,SELV,TMPF,SKNT,DRCT,GUST,PMSL,ALTI,DWPF,RELH,WTHR,P24I
TXPT2,20131012/0142,122,29.68,-93.84,0,80.02,11.29,146,13.02,-9999,29.95,-9999,-9999,-9999,-9999
TXPT2,20131012/0148,122,29.68,-93.84,0,80.02,10.42,142,12.16,-9999,29.95,-9999,-9999,-9999,-9999
TXPT2,20131012/0154,122,29.68,-93.84,0,80.02,10.42,142,11.29,-9999,29.95,-9999,-9999,-9999,-9999
TXPT2,20131012/0200,122,29.68,-93.84,0,80.02,11.29,145,12.16,-9999,29.95,-9999,-9999,-9999,-9999
ULAM6,20131012/0142,122,30.35,-88.5,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
ULAM6,20131012/0148,122,30.35,-88.5,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
ULAM6,20131012/0154,122,30.35,-88.5,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
ULAM6,20131012/0200,122,30.35,-88.5,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
UNLA2,20131012/0142,122,53.88,-166.54,0,49.02,17.37,258,27.79,-9999,28.71,-9999,-9999,-9999,-9999
UNLA2,20131012/0148,122,53.88,-166.54,0,48.02,17.37,244,27.79,-9999,28.71,-9999,-9999,-9999,-9999
UNLA2,20131012/0154,122,53.88,-166.54,0,49.02,21.71,267,40.81,-9999,28.72,-9999,-9999,-9999,-9999
VAKF1,20131012/0154,122,25.73,-80.16,0,81.02,9.55,67,13.89,-9999,29.98,-9999,-9999,-9999,-9999
VAKF1,20131012/0200,122,25.73,-80.16,0,81.02,11.29,74,13.02,-9999,29.98,-9999,-9999,-9999,-9999
VCAF1,20131012/0154,122,24.71,-81.1,0,81.02,10.42,78,12.16,-9999,29.97,-9999,-9999,-9999,-9999
VCAF1,20131012/0200,122,24.71,-81.1,0,81.02,9.55,83,12.16,-9999,29.97,-9999,-9999,-9999,-9999
VCVA2,20131012/0142,122,57.13,-170.29,0,41.02,21.71,38,25.18,-9999,29.13,-9999,-9999,-9999,-9999
VCVA2,20131012/0148,122,57.13,-170.29,0,41.02,23.44,33,27.79,-9999,29.13,-9999,-9999,-9999,-9999
VCVA2,20131012/0154,122,57.13,-170.29,0,41.02,22.58,31,27.79,-9999,29.13,-9999,-9999,-9999,-9999
VQSP4,20131012/0142,122,18.15,-65.44,0,80.02,1.74,146,3.47,-9999,-9999,-9999,-9999,-9999,-9999
VQSP4,20131012/0148,122,18.15,-65.44,0,80.02,1.74,169,3.47,-9999,-9999,-9999,-9999,-9999,-9999
VQSP4,20131012/0154,122,18.15,-65.44,0,80.02,0.87,155,2.6,-9999,-9999,-9999,-9999,-9999,-9999
VQSP4,20131012/0200,122,18.15,-65.44,0,80.02,0.87,151,1.74,-9999,-9999,-9999,-9999,-9999,-9999
WAHV2,20131012/0142,122,37.61,-75.69,0,67.02,3.47,17,4.34,-9999,29.9,-9999,-9999,-9999,-9999
WAHV2,20131012/0148,122,37.61,-75.69,0,67.02,3.47,18,5.21,-9999,29.9,-9999,-9999,-9999,-9999
WAHV2,20131012/0154,122,37.61,-75.69,0,67.02,3.47,14,5.21,-9999,29.9,-9999,-9999,-9999,-9999
WAKP8,20131012/0142,122,19.29,166.62,0,84.02,7.81,72,10.42,-9999,29.9,-9999,-9999,-9999,-9999
WAKP8,20131012/0148,122,19.29,166.62,0,84.02,8.68,65,9.55,-9999,29.9,-9999,-9999,-9999,-9999
WAKP8,20131012/0154,122,19.29,166.62,0,84.02,7.81,64,9.55,-9999,29.9,-9999,-9999,-9999,-9999
WAKP8,20131012/0200,122,19.29,166.62,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
WASD2,20131012/0142,122,38.87,-77.02,0,-9999,5.21,358,7.81,-9999,29.98,-9999,-9999,-9999,-9999
WASD2,20131012/0148,122,38.87,-77.02,0,63.02,3.47,7,7.81,-9999,29.98,-9999,-9999,-9999,-9999
WASD2,20131012/0154,122,38.87,-77.02,0,-9999,6.95,358,8.68,-9999,29.98,-9999,-9999,-9999,-9999
WELM1,20131012/0142,122,43.32,-70.56,0,54.02,2.6,345,3.47,-9999,30.14,-9999,-9999,-9999,-9999
WELM1,20131012/0148,122,43.32,-70.56,0,53.02,2.6,346,3.47,-9999,30.15,-9999,-9999,-9999,-9999
WELM1,20131012/0154,122,43.32,-70.56,0,53.02,2.6,352,3.47,-9999,30.15,-9999,-9999,-9999,-9999
WELM1,20131012/0200,122,43.32,-70.56,0,53.02,2.6,5,3.47,-9999,30.15,-9999,-9999,-9999,-9999
WLON7,20131012/0142,122,34.23,-77.95,0,66.02,-9999,-9999,-9999,-9999,29.95,-9999,-9999,-9999,-9999
WLON7,20131012/0148,122,34.23,-77.95,0,66.02,-9999,-9999,-9999,-9999,29.95,-9999,-9999,-9999,-9999
WLON7,20131012/0154,122,34.23,-77.95,0,66.02,-9999,-9999,-9999,-9999,29.96,-9999,-9999,-9999,-9999
WNEM4,20131012/0042,122,46.28,-84.21,181,53.02,1.74,193,3.47,-9999,30.06,-9999,-9999,-9999,-9999
WNEM4,20131012/0100,122,46.28,-84.21,181,53.02,5.21,128,6.95,-9999,30.06,-9999,-9999,-9999,-9999
WNEM4,20131012/0106,122,46.28,-84.21,181,53.02,-9999,-9999,-9999,-9999,30.06,-9999,-9999,-9999,-9999
WPTW1,20131012/0142,122,46.9,-124.11,0,55.02,5.21,286,6.95,-9999,30.11,-9999,-9999,-9999,-9999
WPTW1,20131012/0148,122,46.9,-124.11,0,55.02,5.21,305,6.95,-9999,30.11,-9999,-9999,-9999,-9999
WPTW1,20131012/0154,122,46.9,-124.11,0,-9999,6.08,298,7.81,-9999,-9999,-9999,-9999,-9999,-9999
WPTW1,20131012/0200,122,46.9,-124.11,0,55.02,-9999,-9999,-9999,-9999,30.11,-9999,-9999,-9999,-9999
WYCM6,20131012/0136,122,30.33,-89.33,0,78.02,6.95,176,8.68,-9999,29.98,-9999,-9999,-9999,-9999
WYCM6,20131012/0142,122,30.33,-89.33,0,-9999,6.95,176,8.68,-9999,29.98,-9999,-9999,-9999,-9999
WYCM6,20131012/0148,122,30.33,-89.33,0,78.02,6.95,177,8.68,-9999,29.98,-9999,-9999,-9999,-9999
WYCM6,20131012/0154,122,30.33,-89.33,0,78.02,-9999,-9999,-9999,-9999,29.98,-9999,-9999,-9999,-9999
YABP4,20131012/0142,122,18.06,-65.83,0,82.02,1.74,50,3.47,-9999,-9999,-9999,-9999,-9999,-9999
YABP4,20131012/0148,122,18.06,-65.83,0,82.02,2.6,46,5.21,-9999,-9999,-9999,-9999,-9999,-9999
YABP4,20131012/0154,122,18.06,-65.83,0,81.02,1.74,58,3.47,-9999,-9999,-9999,-9999,-9999,-9999
YABP4,20131012/0200,122,18.06,-65.83,0,82.02,2.6,54,8.68,-9999,-9999,-9999,-9999,-9999,-9999
YATA2,20131012/0142,122,59.55,-139.73,0,-9999,-9999,-9999,-9999,-9999,30.09,-9999,-9999,-9999,-9999
YATA2,20131012/0148,122,59.55,-139.73,0,-9999,-9999,-9999,-9999,-9999,30.09,-9999,-9999,-9999,-9999
YATA2,20131012/0154,122,59.55,-139.73,0,-9999,-9999,-9999,-9999,-9999,30.09,-9999,-9999,-9999,-9999
YKTV2,20131012/0142,122,37.23,-76.48,0,-9999,10.42,316,11.29,-9999,29.89,-9999,-9999,-9999,-9999
YKTV2,20131012/0148,122,37.23,-76.48,0,65.02,9.55,317,10.42,-9999,29.89,-9999,-9999,-9999,-9999
YKTV2,20131012/0154,122,37.23,-76.48,0,65.02,9.55,317,10.42,-9999,29.9,-9999,-9999,-9999,-9999
ABDF1,20131012/0115,123,27.15,-81.37,46,70.66,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
ABDF1,20131012/0120,123,27.15,-81.37,46,69.93,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
ABDF1,20131012/0125,123,27.15,-81.37,46,69.98,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
ABDF1,20131012/0130,123,27.15,-81.37,46,71.47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
ABDF1,20131012/0135,123,27.15,-81.37,46,72.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
ABDF1,20131012/0140,123,27.15,-81.37,46,72.18,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
ABDF1,20131012/0145,123,27.15,-81.37,46,72.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
ABDF1,20131012/0150,123,27.15,-81.37,46,71.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
ABDF1,20131012/0155,123,27.15,-81.37,46,71.56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
ABDF1,20131012/0200,123,27.15,-81.37,46,71.29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
ABDF1,20131012/0205,123,27.15,-81.37,46,71.29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
ABDF1,20131012/0210,123,27.15,-81.37,46,71.38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
ABMT2,20131012/0120,123,30.62,-98.08,416,76.98,-9999,-9999,-9999,-9999,-9999,67.64,73,-9999,-9999
ABMT2,20131012/0125,123,30.62,-98.08,416,76.98,-9999,-9999,-9999,-9999,-9999,67.64,73,-9999,-9999
ABMT2,20131012/0130,123,30.62,-98.08,416,77.13,-9999,-9999,-9999,-9999,-9999,68.19,74,-9999,-9999
ABMT2,20131012/0135,123,30.62,-98.08,416,77.09,-9999,-9999,-9999,-9999,-9999,65.27,67,-9999,-9999
ABMT2,20131012/0140,123,30.62,-98.08,416,76.73,-9999,-9999,-9999,-9999,-9999,67.8,74,-9999,-9999
ABMT2,20131012/0145,123,30.62,-98.08,416,76.68,-9999,-9999,-9999,-9999,-9999,67.36,73,-9999,-9999
ABMT2,20131012/0150,123,30.62,-98.08,416,76.68,-9999,-9999,-9999,-9999,-9999,66.96,72,-9999,-9999
ABMT2,20131012/0155,123,30.62,-98.08,416,76.71,-9999,-9999,-9999,-9999,-9999,64.04,65,-9999,-9999
ABMT2,20131012/0200,123,30.62,-98.08,416,77.16,-9999,-9999,4.81,-9999,-9999,67.82,73,-9999,-9999
ABMT2,20131012/0205,123,30.62,-98.08,416,77.47,-9999,-9999,-9999,-9999,-9999,69.29,76,-9999,-9999
ABMT2,20131012/0210,123,30.62,-98.08,416,77.29,-9999,-9999,-9999,-9999,-9999,69.12,76,-9999,-9999
ABMT2,20131012/0215,123,30.62,-98.08,416,77.18,-9999,-9999,-9999,-9999,-9999,69.01,76,-9999,-9999
ABNS2,20131012/0110,123,45.71,-99.13,549,45.25,-9999,-9999,-9999,-9999,-9999,41.61,87,-9999,-9999
ABNS2,20131012/0115,123,45.71,-99.13,549,45.09,-9999,-9999,-9999,-9999,-9999,41.75,88,-9999,-9999
ABNS2,20131012/0120,123,45.71,-99.13,549,44.92,-9999,-9999,-9999,-9999,-9999,41.88,89,-9999,-9999
ABNS2,20131012/0125,123,45.71,-99.13,549,44.76,-9999,-9999,-9999,-9999,-9999,42.01,90,-9999,-9999
ABNS2,20131012/0130,123,45.71,-99.13,549,44.64,-9999,-9999,-9999,-9999,-9999,41.89,90,-9999,-9999
ABNS2,20131012/0135,123,45.71,-99.13,549,44.46,-9999,-9999,-9999,-9999,-9999,42,91,-9999,-9999
ABNS2,20131012/0140,123,45.71,-99.13,549,44.2,-9999,-9999,-9999,-9999,-9999,41.74,91,-9999,-9999
ABNS2,20131012/0145,123,45.71,-99.13,549,43.99,-9999,-9999,-9999,-9999,-9999,41.82,92,-9999,-9999
ABNS2,20131012/0150,123,45.71,-99.13,549,43.75,-9999,-9999,-9999,-9999,-9999,41.58,92,-9999,-9999
ABNS2,20131012/0155,123,45.71,-99.13,549,43.59,-9999,-9999,-9999,-9999,-9999,41.42,92,-9999,-9999
ABNS2,20131012/0200,123,45.71,-99.13,549,43.52,-9999,-9999,21.5,-9999,-9999,41.35,92,-9999,-9999
ABNS2,20131012/0205,123,45.71,-99.13,549,43.48,-9999,-9999,-9999,-9999,-9999,41.59,93,-9999,-9999
AGPC2,20131012/0115,123,40.16,-103.14,1384,49.39,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AGPC2,20131012/0120,123,40.16,-103.14,1384,49.39,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AGPC2,20131012/0125,123,40.16,-103.14,1384,49.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AGPC2,20131012/0130,123,40.16,-103.14,1384,48.79,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AGPC2,20131012/0135,123,40.16,-103.14,1384,48.72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AGPC2,20131012/0140,123,40.16,-103.14,1384,48.58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AGPC2,20131012/0145,123,40.16,-103.14,1384,48.43,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AGPC2,20131012/0150,123,40.16,-103.14,1384,48.11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AGPC2,20131012/0155,123,40.16,-103.14,1384,47.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AGPC2,20131012/0200,123,40.16,-103.14,1384,47.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AGPC2,20131012/0205,123,40.16,-103.14,1384,47.66,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AGPC2,20131012/0210,123,40.16,-103.14,1384,47.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
AHCG1,20131012/0110,123,33.79,-83.39,226,66.47,-9999,-9999,-9999,-9999,-9999,57.92,74,-9999,-9999
AHCG1,20131012/0115,123,33.79,-83.39,226,65.75,-9999,-9999,-9999,-9999,-9999,57.23,74,-9999,-9999
AHCG1,20131012/0120,123,33.79,-83.39,226,65.55,-9999,-9999,-9999,-9999,-9999,57.78,76,-9999,-9999
AHCG1,20131012/0125,123,33.79,-83.39,226,65.77,-9999,-9999,-9999,-9999,-9999,57.99,76,-9999,-9999
AHCG1,20131012/0130,123,33.79,-83.39,226,65.26,-9999,-9999,-9999,-9999,-9999,57.5,76,-9999,-9999
AHCG1,20131012/0135,123,33.79,-83.39,226,65.52,-9999,-9999,-9999,-9999,-9999,58.11,77,-9999,-9999
AHCG1,20131012/0140,123,33.79,-83.39,226,65.34,-9999,-9999,-9999,-9999,-9999,57.57,76,-9999,-9999
AHCG1,20131012/0145,123,33.79,-83.39,226,65.34,-9999,-9999,-9999,-9999,-9999,57.57,76,-9999,-9999
AHCG1,20131012/0150,123,33.79,-83.39,226,65.34,-9999,-9999,-9999,-9999,-9999,57.57,76,-9999,-9999
AHCG1,20131012/0155,123,33.79,-83.39,226,65.19,-9999,-9999,-9999,-9999,-9999,57.43,76,-9999,-9999
AHCG1,20131012/0200,123,33.79,-83.39,226,65.12,-9999,-9999,5.89,-9999,-9999,57.36,76,-9999,-9999
AHCG1,20131012/0205,123,33.79,-83.39,226,64.62,-9999,-9999,-9999,-9999,-9999,56.88,76,-9999,-9999
AVOP1,20131012/0115,123,39.86,-75.79,122,61.61,-9999,-9999,-9999,-9999,-9999,58.95,91,-9999,-9999
AVOP1,20131012/0120,123,39.86,-75.79,122,61.66,-9999,-9999,-9999,-9999,-9999,58.69,90,-9999,-9999
AVOP1,20131012/0125,123,39.86,-75.79,122,61.59,-9999,-9999,-9999,-9999,-9999,58.63,90,-9999,-9999
AVOP1,20131012/0130,123,39.86,-75.79,122,61.59,-9999,-9999,-9999,-9999,-9999,58.63,90,-9999,-9999
AVOP1,20131012/0135,123,39.86,-75.79,122,61.77,-9999,-9999,-9999,-9999,-9999,58.8,90,-9999,-9999
AVOP1,20131012/0140,123,39.86,-75.79,122,61.88,-9999,-9999,-9999,-9999,-9999,58.91,90,-9999,-9999
AVOP1,20131012/0145,123,39.86,-75.79,122,61.88,-9999,-9999,-9999,-9999,-9999,58.91,90,-9999,-9999
AVOP1,20131012/0150,123,39.86,-75.79,122,61.88,-9999,-9999,-9999,-9999,-9999,58.6,89,-9999,-9999
AVOP1,20131012/0155,123,39.86,-75.79,122,61.88,-9999,-9999,-9999,-9999,-9999,58.6,89,-9999,-9999
AVOP1,20131012/0200,123,39.86,-75.79,122,61.88,-9999,-9999,12.07,-9999,-9999,58.6,89,-9999,-9999
AVOP1,20131012/0205,123,39.86,-75.79,122,61.81,-9999,-9999,-9999,-9999,-9999,58.53,89,-9999,-9999
AVOP1,20131012/0210,123,39.86,-75.79,122,61.81,-9999,-9999,-9999,-9999,-9999,58.53,89,-9999,-9999
BBYC1,20131012/0115,123,38.32,-123.07,9,50.32,-9999,-9999,-9999,-9999,-9999,47.2,89,-9999,-9999
BBYC1,20131012/0120,123,38.32,-123.07,9,50.32,-9999,-9999,-9999,-9999,-9999,47.5,90,-9999,-9999
BBYC1,20131012/0125,123,38.32,-123.07,9,49.01,-9999,-9999,-9999,-9999,-9999,46.21,90,-9999,-9999
BBYC1,20131012/0130,123,38.32,-123.07,9,48.79,-9999,-9999,-9999,-9999,-9999,46.28,91,-9999,-9999
BBYC1,20131012/0135,123,38.32,-123.07,9,48.38,-9999,-9999,-9999,-9999,-9999,45.88,91,-9999,-9999
BBYC1,20131012/0140,123,38.32,-123.07,9,48.38,-9999,-9999,-9999,-9999,-9999,46.16,92,-9999,-9999
BBYC1,20131012/0145,123,38.32,-123.07,9,48.58,-9999,-9999,-9999,-9999,-9999,46.36,92,-9999,-9999
BBYC1,20131012/0150,123,38.32,-123.07,9,48.58,-9999,-9999,-9999,-9999,-9999,46.36,92,-9999,-9999
BBYC1,20131012/0155,123,38.32,-123.07,9,48.58,-9999,-9999,-9999,-9999,-9999,46.65,93,-9999,-9999
BBYC1,20131012/0200,123,38.32,-123.07,9,48.45,-9999,-9999,-9999,-9999,-9999,46.52,93,-9999,-9999
BBYC1,20131012/0205,123,38.32,-123.07,9,48.45,-9999,-9999,-9999,-9999,-9999,46.52,93,-9999,-9999
BBYC1,20131012/0210,123,38.32,-123.07,9,48.45,-9999,-9999,5.11,-9999,-9999,46.8,94,-9999,-9999
BCRA4,20131012/0120,123,35.82,-91.78,139,58.96,-9999,-9999,-9999,-9999,-9999,56.03,90,-9999,-9999
BCRA4,20131012/0125,123,35.82,-91.78,139,59.07,-9999,-9999,-9999,-9999,-9999,56.44,91,-9999,-9999
BCRA4,20131012/0130,123,35.82,-91.78,139,59.59,-9999,-9999,-9999,-9999,-9999,56.96,91,-9999,-9999
BCRA4,20131012/0135,123,35.82,-91.78,139,59.94,-9999,-9999,-9999,-9999,-9999,57.3,91,-9999,-9999
BCRA4,20131012/0140,123,35.82,-91.78,139,60.31,-9999,-9999,-9999,-9999,-9999,57.67,91,-9999,-9999
BCRA4,20131012/0145,123,35.82,-91.78,139,59.97,-9999,-9999,-9999,-9999,-9999,57.64,92,-9999,-9999
BCRA4,20131012/0150,123,35.82,-91.78,139,59.94,-9999,-9999,-9999,-9999,-9999,57.3,91,-9999,-9999
BCRA4,20131012/0155,123,35.82,-91.78,139,59.52,-9999,-9999,-9999,-9999,-9999,56.89,91,-9999,-9999
BCRA4,20131012/0200,123,35.82,-91.78,139,57.78,-9999,-9999,2.51,-9999,-9999,55.17,91,-9999,-9999
BCRA4,20131012/0205,123,35.82,-91.78,139,57.47,-9999,-9999,-9999,-9999,-9999,55.16,92,-9999,-9999
BCRA4,20131012/0210,123,35.82,-91.78,139,57.31,-9999,-9999,-9999,-9999,-9999,55,92,-9999,-9999
BCRA4,20131012/0215,123,35.82,-91.78,139,57.78,-9999,-9999,-9999,-9999,-9999,55.47,92,-9999,-9999
BCRS2,20131012/0120,123,45.52,-103.3,879,45.41,-9999,-9999,-9999,-9999,-9999,36.21,70,-9999,-9999
BCRS2,20131012/0125,123,45.52,-103.3,879,45.34,-9999,-9999,-9999,-9999,-9999,35.78,69,-9999,-9999
BCRS2,20131012/0130,123,45.52,-103.3,879,45.41,-9999,-9999,-9999,-9999,-9999,35.1,67,-9999,-9999
BCRS2,20131012/0135,123,45.52,-103.3,879,45.57,-9999,-9999,-9999,-9999,-9999,34.88,66,-9999,-9999
BCRS2,20131012/0140,123,45.52,-103.3,879,45.63,-9999,-9999,-9999,-9999,-9999,34.55,65,-9999,-9999
BCRS2,20131012/0145,123,45.52,-103.3,879,45.52,-9999,-9999,-9999,-9999,-9999,34.06,64,-9999,-9999
BCRS2,20131012/0150,123,45.52,-103.3,879,45.66,-9999,-9999,-9999,-9999,-9999,33.4,62,-9999,-9999
BCRS2,20131012/0155,123,45.52,-103.3,879,45.59,-9999,-9999,-9999,-9999,-9999,32.93,61,-9999,-9999
BCRS2,20131012/0200,123,45.52,-103.3,879,45.54,-9999,-9999,15.81,-9999,-9999,32.88,61,-9999,-9999
BCRS2,20131012/0205,123,45.52,-103.3,879,45.61,-9999,-9999,-9999,-9999,-9999,32.54,60,-9999,-9999
BCRS2,20131012/0210,123,45.52,-103.3,879,45.66,-9999,-9999,-9999,-9999,-9999,32.17,59,-9999,-9999
BCRS2,20131012/0215,123,45.52,-103.3,879,45.61,-9999,-9999,-9999,-9999,-9999,31.69,58,-9999,-9999
BHAU1,20131012/0115,123,41.62,-112.54,1509,42.94,-9999,-9999,-9999,-9999,-9999,28.77,57,-9999,-9999
BHAU1,20131012/0120,123,41.62,-112.54,1509,42.48,-9999,-9999,-9999,-9999,-9999,28.76,58,-9999,-9999
BHAU1,20131012/0125,123,41.62,-112.54,1509,43.07,-9999,-9999,-9999,-9999,-9999,29.73,59,-9999,-9999
BHAU1,20131012/0130,123,41.62,-112.54,1509,42.21,-9999,-9999,-9999,-9999,-9999,29.74,61,-9999,-9999
BHAU1,20131012/0135,123,41.62,-112.54,1509,41.65,-9999,-9999,-9999,-9999,-9999,29.61,62,-9999,-9999
BHAU1,20131012/0140,123,41.62,-112.54,1509,41.74,-9999,-9999,-9999,-9999,-9999,29.69,62,-9999,-9999
BHAU1,20131012/0145,123,41.62,-112.54,1509,41.32,-9999,-9999,-9999,-9999,-9999,29.69,63,-9999,-9999
BHAU1,20131012/0150,123,41.62,-112.54,1509,40.93,-9999,-9999,-9999,-9999,-9999,29.7,64,-9999,-9999
BHAU1,20131012/0155,123,41.62,-112.54,1509,39.81,-9999,-9999,-9999,-9999,-9999,28.64,64,-9999,-9999
BHAU1,20131012/0200,123,41.62,-112.54,1509,39.96,-9999,-9999,2.51,-9999,-9999,28.78,64,-9999,-9999
BHAU1,20131012/0205,123,41.62,-112.54,1509,39.88,-9999,-9999,-9999,-9999,-9999,28.71,64,-9999,-9999
BHAU1,20131012/0210,123,41.62,-112.54,1509,40.41,-9999,-9999,-9999,-9999,-9999,29.59,65,-9999,-9999
BKRN2,20131012/0115,123,39.02,-114.22,1615,43.11,-9999,-9999,-9999,-9999,-9999,27.15,53,-9999,-9999
BKRN2,20131012/0120,123,39.02,-114.22,1615,43.84,-9999,-9999,-9999,-9999,-9999,28.29,54,-9999,-9999
BKRN2,20131012/0125,123,39.02,-114.22,1615,43.74,-9999,-9999,-9999,-9999,-9999,29.51,57,-9999,-9999
BKRN2,20131012/0130,123,39.02,-114.22,1615,42.53,-9999,-9999,-9999,-9999,-9999,27.07,54,-9999,-9999
BKRN2,20131012/0135,123,39.02,-114.22,1615,43.07,-9999,-9999,-9999,-9999,-9999,27.12,53,-9999,-9999
BKRN2,20131012/0140,123,39.02,-114.22,1615,43.3,-9999,-9999,-9999,-9999,-9999,28.67,56,-9999,-9999
BKRN2,20131012/0145,123,39.02,-114.22,1615,43.77,-9999,-9999,-9999,-9999,-9999,28.22,54,-9999,-9999
BKRN2,20131012/0150,123,39.02,-114.22,1615,43.3,-9999,-9999,-9999,-9999,-9999,27.33,53,-9999,-9999
BKRN2,20131012/0155,123,39.02,-114.22,1615,42.98,-9999,-9999,-9999,-9999,-9999,25.63,50,-9999,-9999
BKRN2,20131012/0200,123,39.02,-114.22,1615,43.21,-9999,-9999,6.08,-9999,-9999,25.84,50,-9999,-9999
BKRN2,20131012/0205,123,39.02,-114.22,1615,43.16,-9999,-9999,-9999,-9999,-9999,25.79,50,-9999,-9999
BKRN2,20131012/0210,123,39.02,-114.22,1615,43.14,-9999,-9999,-9999,-9999,-9999,25.29,49,-9999,-9999
BLVS1,20131012/0105,123,33.35,-81.33,97,66.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BLVS1,20131012/0110,123,33.35,-81.33,97,66.67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BLVS1,20131012/0115,123,33.35,-81.33,97,65.86,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BLVS1,20131012/0120,123,33.35,-81.33,97,65.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BLVS1,20131012/0125,123,33.35,-81.33,97,65.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BLVS1,20131012/0130,123,33.35,-81.33,97,65.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BLVS1,20131012/0135,123,33.35,-81.33,97,65.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BLVS1,20131012/0140,123,33.35,-81.33,97,66.45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BLVS1,20131012/0145,123,33.35,-81.33,97,66.47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BLVS1,20131012/0150,123,33.35,-81.33,97,66.54,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BLVS1,20131012/0155,123,33.35,-81.33,97,66.92,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
BLVS1,20131012/0200,123,33.35,-81.33,97,66.24,-9999,-9999,1.73,-9999,-9999,-9999,-9999,-9999,-9999
BNDI2,20131012/0105,123,40.05,-88.37,213,63.09,-9999,-9999,-9999,-9999,-9999,53.14,70,-9999,-9999
BNDI2,20131012/0110,123,40.05,-88.37,213,63.09,-9999,-9999,-9999,-9999,-9999,53.14,70,-9999,-9999
BNDI2,20131012/0115,123,40.05,-88.37,213,63.09,-9999,-9999,-9999,-9999,-9999,53.53,71,-9999,-9999
BNDI2,20131012/0120,123,40.05,-88.37,213,63.09,-9999,-9999,-9999,-9999,-9999,53.91,72,-9999,-9999
BNDI2,20131012/0125,123,40.05,-88.37,213,61.88,-9999,-9999,-9999,-9999,-9999,52.75,72,-9999,-9999
BNDI2,20131012/0130,123,40.05,-88.37,213,61.61,-9999,-9999,-9999,-9999,-9999,52.87,73,-9999,-9999
BNDI2,20131012/0135,123,40.05,-88.37,213,61.61,-9999,-9999,-9999,-9999,-9999,52.87,73,-9999,-9999
BNDI2,20131012/0140,123,40.05,-88.37,213,61.61,-9999,-9999,-9999,-9999,-9999,52.87,73,-9999,-9999
BNDI2,20131012/0145,123,40.05,-88.37,213,61.45,-9999,-9999,-9999,-9999,-9999,52.71,73,-9999,-9999
BNDI2,20131012/0150,123,40.05,-88.37,213,61.21,-9999,-9999,-9999,-9999,-9999,52.85,74,-9999,-9999
